variant,seed,target_tokens,actual_tokens,needle_frac,gold,layer,head,gold_span_start,gold_span_end,needle_span_start,needle_span_end,n_distractor_spans,gold_mass,gold_max,gold_rank,needle_mass,distractor_mass,argmax_token_index,argmax_in_gold,argmax_in_needle
literal,1234,8192,8192,0.9,915965,20,7,7338,7344,7327,7351,1,0.0028901100158691406,0.00106048583984375,29,0.010836124420166016,0.00927734375,8191,0,0
literal,1234,8192,8192,0.9,915965,21,11,7338,7344,7327,7351,1,0.7294921875,0.248046875,1,0.8348970413208008,0.03714752197265625,7341,1,1
literal,1234,8192,8192,0.9,915965,22,7,7338,7344,7327,7351,1,0.4071969985961914,0.3984375,1,0.743280291557312,0.00976058840751648,7338,1,1
literal,1234,8192,8192,0.9,915965,18,3,7338,7344,7327,7351,1,0.005970001220703125,0.00165557861328125,52,0.12787562608718872,0.014703750610351562,8183,0,0
literal,1234,8192,8192,0.9,915965,17,10,7338,7344,7327,7351,1,0.0008196830749511719,0.0001983642578125,90,0.08833074569702148,0.008411407470703125,0,0,0
literal,1234,8192,8192,0.9,915965,20,8,7338,7344,7327,7351,1,0.000209808349609375,5.269050598144531e-05,57,0.0018425330054014921,0.0022797584533691406,8190,0,0
literal,1234,8192,8192,0.9,915965,22,0,7338,7344,7327,7351,1,1.6620964743196964e-05,1.138448715209961e-05,253,0.00011955073568969965,6.532669067382812e-05,8191,0,0
literal,1234,8192,8192,0.9,915965,22,4,7338,7344,7327,7351,1,0.0008153915405273438,0.000469207763671875,39,0.02378910779953003,0.0036821365356445312,8184,0,0
literal,1234,8192,8192,0.9,915965,21,0,7338,7344,7327,7351,1,0.02144622802734375,0.006439208984375,7,0.047435879707336426,0.0037145614624023438,0,0,0
literal,1234,8192,8192,0.9,915965,20,6,7338,7344,7327,7351,1,0.00024819374084472656,6.818771362304688e-05,79,0.03409910202026367,0.000494539737701416,10,0,0
literal,1234,8192,8192,0.9,915965,20,9,7338,7344,7327,7351,1,0.0066089630126953125,0.0020904541015625,13,0.016843747347593307,0.010061264038085938,8190,0,0
literal,1234,8192,8192,0.9,915965,21,3,7338,7344,7327,7351,1,7.624924182891846e-05,3.695487976074219e-05,89,0.007859878242015839,0.0014677047729492188,0,0,0
literal,1234,8192,8192,0.9,915965,21,1,7338,7344,7327,7351,1,0.00025200843811035156,7.772445678710938e-05,110,0.047493696212768555,0.001873016357421875,0,0,0
literal,1234,8192,8192,0.9,915965,21,4,7338,7344,7327,7351,1,0.0030803680419921875,0.000782012939453125,44,0.022395968437194824,0.0058116912841796875,8190,0,0
literal,1234,8192,8192,0.9,915965,21,5,7338,7344,7327,7351,1,0.0043811798095703125,0.00093841552734375,53,0.058606624603271484,0.0008864402770996094,0,0,0
literal,1234,8192,8192,0.9,915965,17,3,7338,7344,7327,7351,1,0.00041735172271728516,0.0001697540283203125,68,0.012802958488464355,0.008609771728515625,8191,0,0
literal,1234,8192,8192,0.9,915965,22,10,7338,7344,7327,7351,1,0.058441162109375,0.02001953125,14,0.5600311756134033,0.003639698028564453,7345,0,1
literal,1234,8192,8192,0.9,915965,23,4,7338,7344,7327,7351,1,0.02132892608642578,0.01806640625,12,0.2488769292831421,0.011517047882080078,0,0,0
literal,1234,8192,8192,0.9,915965,20,3,7338,7344,7327,7351,1,0.0020647048950195312,0.0013427734375,27,0.030057251453399658,0.0010742545127868652,8179,0,0
literal,1235,8192,8192,0.9,822782,20,7,7338,7344,7327,7351,1,0.0029134750366210938,0.00087738037109375,33,0.011872291564941406,0.0086212158203125,8191,0,0
literal,1235,8192,8192,0.9,822782,21,11,7338,7344,7327,7351,1,0.7109375,0.265625,1,0.8350367546081543,0.03607177734375,7341,1,1
literal,1235,8192,8192,0.9,822782,22,7,7338,7344,7327,7351,1,0.4616854190826416,0.455078125,1,0.8457126617431641,0.0063629150390625,7338,1,1
literal,1235,8192,8192,0.9,822782,18,3,7338,7344,7327,7351,1,0.009158611297607422,0.0035247802734375,35,0.17519080638885498,0.014312744140625,8183,0,0
literal,1235,8192,8192,0.9,822782,17,10,7338,7344,7327,7351,1,0.00112152099609375,0.0002689361572265625,87,0.10683631896972656,0.00928497314453125,0,0,0
literal,1235,8192,8192,0.9,822782,20,8,7338,7344,7327,7351,1,0.0003444850444793701,0.00020122528076171875,41,0.002255982719361782,0.0015006065368652344,8190,0,0
literal,1235,8192,8192,0.9,822782,22,0,7338,7344,7327,7351,1,1.8784194253385067e-05,1.2278556823730469e-05,231,0.00014419236686080694,5.611032247543335e-05,0,0,0
