variant,seed,target_tokens,actual_tokens,needle_frac,gold,layer,head,gold_span_start,gold_span_end,needle_span_start,needle_span_end,n_distractor_spans,gold_mass,gold_max,gold_rank,needle_mass,distractor_mass,argmax_token_index,argmax_in_gold,argmax_in_needle
literal,1234,16384,16384,0.1,915965,20,7,1685,1691,1674,1698,1,0.0005247592926025391,0.00017642974853515625,55,0.004002809524536133,0.008235931396484375,16383,0,0
literal,1234,16384,16384,0.1,915965,21,11,1685,1691,1674,1698,1,0.20892333984375,0.072265625,2,0.3715982437133789,0.178466796875,0,0,0
literal,1234,16384,16384,0.1,915965,22,7,1685,1691,1674,1698,1,0.29990696907043457,0.298828125,1,0.6281335353851318,0.11573672294616699,1685,1,1
literal,1234,16384,16384,0.1,915965,18,3,1685,1691,1674,1698,1,0.00028228759765625,0.00011014938354492188,79,0.01882725954055786,0.02965545654296875,16375,0,0
literal,1234,16384,16384,0.1,915965,17,10,1685,1691,1674,1698,1,0.002582550048828125,0.0009918212890625,74,0.12814712524414062,0.009552001953125,0,0,0
literal,1234,16384,16384,0.1,915965,20,8,1685,1691,1674,1698,1,0.001634359359741211,0.000705718994140625,32,0.0077550411224365234,0.0056705474853515625,16382,0,0
literal,1234,16384,16384,0.1,915965,22,0,1685,1691,1674,1698,1,1.4134682714939117e-05,4.26173210144043e-06,445,0.000614524818956852,4.41819429397583e-05,16383,0,0
literal,1234,16384,16384,0.1,915965,22,4,1685,1691,1674,1698,1,0.00019496679306030273,6.866455078125e-05,53,0.007342934608459473,0.0019989013671875,16383,0,0
literal,1234,16384,16384,0.1,915965,21,0,1685,1691,1674,1698,1,0.02105712890625,0.0072021484375,5,0.0493927001953125,0.0037860870361328125,0,0,0
literal,1234,16384,16384,0.1,915965,20,6,1685,1691,1674,1698,1,0.00011771917343139648,3.6716461181640625e-05,89,0.08080548048019409,0.0025796890258789062,0,0,0
literal,1234,16384,16384,0.1,915965,20,9,1685,1691,1674,1698,1,0.013332366943359375,0.004150390625,10,0.019749583676457405,0.0225982666015625,16382,0,0
literal,1234,16384,16384,0.1,915965,21,3,1685,1691,1674,1698,1,0.0017137527465820312,0.000522613525390625,55,0.03659895062446594,0.0023441314697265625,0,0,0
literal,1234,16384,16384,0.1,915965,21,1,1685,1691,1674,1698,1,0.00024759769439697266,0.000102996826171875,101,0.13849127292633057,0.0019483566284179688,0,0,0
literal,1234,16384,16384,0.1,915965,21,4,1685,1691,1674,1698,1,0.002056121826171875,0.000873565673828125,37,0.023552939295768738,0.008930206298828125,16382,0,0
literal,1234,16384,16384,0.1,915965,21,5,1685,1691,1674,1698,1,0.0049419403076171875,0.00179290771484375,46,0.11166858673095703,0.0016698837280273438,16383,0,0
literal,1234,16384,16384,0.1,915965,17,3,1685,1691,1674,1698,1,0.0006258487701416016,0.0002574920654296875,63,0.01417398452758789,0.007144927978515625,16383,0,0
literal,1234,16384,16384,0.1,915965,22,10,1685,1691,1674,1698,1,0.15423583984375,0.083984375,3,0.5162158012390137,0.01595306396484375,0,0,0
literal,1234,16384,16384,0.1,915965,23,4,1685,1691,1674,1698,1,0.010059356689453125,0.008544921875,20,0.29607725143432617,0.04188871383666992,0,0,0
literal,1234,16384,16384,0.1,915965,20,3,1685,1691,1674,1698,1,0.0010743141174316406,0.000888824462890625,32,0.0295841246843338,0.0018901824951171875,16371,0,0
literal,1235,16384,16384,0.1,822782,20,7,1664,1670,1653,1677,1,0.0006057024002075195,0.00022792816162109375,52,0.0036350786685943604,0.007720947265625,16383,0,0
literal,1235,16384,16384,0.1,822782,21,11,1664,1670,1653,1677,1,0.27801513671875,0.08447265625,2,0.44019317626953125,0.1458740234375,0,0,0
literal,1235,16384,16384,0.1,822782,22,7,1664,1670,1653,1677,1,0.36877942085266113,0.36328125,1,0.7669951915740967,0.08256077766418457,1664,1,1
literal,1235,16384,16384,0.1,822782,18,3,1664,1670,1653,1677,1,0.0004400312900543213,0.00024127960205078125,70,0.01983705163002014,0.030605316162109375,0,0,0
literal,1235,16384,16384,0.1,822782,17,10,1664,1670,1653,1677,1,0.001453399658203125,0.0004825592041015625,85,0.12000274658203125,0.01021575927734375,0,0,0
literal,1235,16384,16384,0.1,822782,20,8,1664,1670,1653,1677,1,0.001965761184692383,0.000682830810546875,27,0.006773795932531357,0.0040531158447265625,16382,0,0
literal,1235,16384,16384,0.1,822782,22,0,1664,1670,1653,1677,1,2.794899046421051e-06,1.4603137969970703e-06,1496,0.0017548250034451485,5.2344053983688354e-05,16383,0,0
literal,1235,16384,16384,0.1,822782,22,4,1664,1670,1653,1677,1,0.0005946159362792969,0.0001430511474609375,52,0.021089553833007812,0.0030612945556640625,16376,0,0
literal,1235,16384,16384,0.1,822782,21,0,1664,1670,1653,1677,1,0.01434326171875,0.003570556640625,9,0.034337401390075684,0.0034732818603515625,0,0,0
literal,1235,16384,16384,0.1,822782,20,6,1664,1670,1653,1677,1,0.00016546249389648438,5.817413330078125e-05,88,0.051617711782455444,0.0051441192626953125,0,0,0
literal,1235,16384,16384,0.1,822782,20,9,1664,1670,1653,1677,1,0.0154876708984375,0.005035400390625,6,0.018771294504404068,0.01692962646484375,16382,0,0
literal,1235,16384,16384,0.1,822782,21,3,1664,1670,1653,1677,1,0.0011794567108154297,0.00054168701171875,55,0.05490100383758545,0.0017871856689453125,0,0,0
literal,1235,16384,16384,0.1,822782,21,1,1664,1670,1653,1677,1,0.00036901235580444336,0.00011491775512695312,97,0.11791890859603882,0.002086639404296875,0,0,0
literal,1235,16384,16384,0.1,822782,21,4,1664,1670,1653,1677,1,0.0016636848449707031,0.001007080078125,34,0.013632699847221375,0.007663726806640625,16382,0,0
literal,1235,16384,16384,0.1,822782,21,5,1664,1670,1653,1677,1,0.00644683837890625,0.0025634765625,41,0.10954952239990234,0.00213623046875,0,0,0
literal,1235,16384,16384,0.1,822782,17,3,1664,1670,1653,1677,1,0.0005643367767333984,0.0002899169921875,64,0.016046762466430664,0.00679779052734375,16383,0,0
literal,1235,16384,16384,0.1,822782,22,10,1664,1670,1653,1677,1,0.11175537109375,0.042236328125,9,0.5173485279083252,0.009670257568359375,1671,0,1
literal,1235,16384,16384,0.1,822782,23,4,1664,1670,1653,1677,1,0.0036478042602539062,0.002410888671875,29,0.1887630820274353,0.035800933837890625,0,0,0
literal,1235,16384,16384,0.1,822782,20,3,1664,1670,1653,1677,1,0.0013079047203063965,0.0007781982421875,40,0.022833317518234253,0.004235982894897461,16371,0,0
literal,1236,16384,16384,0.1,659279,20,7,1650,1656,1639,1663,1,0.0007464885711669922,0.0002422332763671875,52,0.003983855247497559,0.008235931396484375,16383,0,0
literal,1236,16384,16384,0.1,659279,21,11,1650,1656,1639,1663,1,0.243408203125,0.059814453125,3,0.4035015106201172,0.18780517578125,0,0,0
literal,1236,16384,16384,0.1,659279,22,7,1650,1656,1639,1663,1,0.521062970161438,0.515625,1,0.7192026376724243,0.13917207717895508,1650,1,1
literal,1236,16384,16384,0.1,659279,18,3,1650,1656,1639,1663,1,0.00043773651123046875,0.00014019012451171875,73,0.01566678285598755,0.0383453369140625,16375,0,0
literal,1236,16384,16384,0.1,659279,17,10,1650,1656,1639,1663,1,0.0016574859619140625,0.0003757476806640625,86,0.11652565002441406,0.011077880859375,0,0,0
literal,1236,16384,16384,0.1,659279,20,8,1650,1656,1639,1663,1,0.0030820369720458984,0.001007080078125,27,0.010852761566638947,0.0046939849853515625,16382,0,0
