variant,seed,target_tokens,actual_tokens,needle_frac,gold,layer,head,gold_span_start,gold_span_end,needle_span_start,needle_span_end,n_distractor_spans,gold_mass,gold_max,gold_rank,needle_mass,distractor_mass,argmax_token_index,argmax_in_gold,argmax_in_needle
literal,1234,16384,16384,0.9,915965,20,7,14699,14705,14688,14712,1,0.002425670623779297,0.00099945068359375,32,0.0066092610359191895,0.0104217529296875,16383,0,0
literal,1234,16384,16384,0.9,915965,21,11,14699,14705,14688,14712,1,0.73193359375,0.25390625,1,0.8014659881591797,0.03693389892578125,14700,1,1
literal,1234,16384,16384,0.9,915965,22,7,14699,14705,14688,14712,1,0.32713890075683594,0.314453125,1,0.8778512477874756,0.007906079292297363,14699,1,1
literal,1234,16384,16384,0.9,915965,18,3,14699,14705,14688,14712,1,0.007228851318359375,0.0017852783203125,48,0.1105126440525055,0.01806640625,0,0,0
literal,1234,16384,16384,0.9,915965,17,10,14699,14705,14688,14712,1,0.0025463104248046875,0.00078582763671875,75,0.1427593231201172,0.00798797607421875,0,0,0
literal,1234,16384,16384,0.9,915965,20,8,14699,14705,14688,14712,1,0.0004398822784423828,0.00018024444580078125,42,0.002837034873664379,0.0023255348205566406,16383,0,0
literal,1234,16384,16384,0.9,915965,22,0,14699,14705,14688,14712,1,2.8763897716999054e-06,1.7881393432617188e-06,1383,0.00023416290059685707,8.915364742279053e-05,16383,0,0
literal,1234,16384,16384,0.9,915965,22,4,14699,14705,14688,14712,1,0.0010192394256591797,0.0005645751953125,26,0.005959630012512207,0.0030646324157714844,16376,0,0
literal,1234,16384,16384,0.9,915965,21,0,14699,14705,14688,14712,1,0.01776123046875,0.004486083984375,9,0.050427019596099854,0.0045108795166015625,0,0,0
literal,1234,16384,16384,0.9,915965,20,6,14699,14705,14688,14712,1,0.00034296512603759766,0.00011682510375976562,74,0.03593337535858154,0.00038492679595947266,0,0,0
literal,1234,16384,16384,0.9,915965,20,9,14699,14705,14688,14712,1,0.01528167724609375,0.0034637451171875,13,0.022292189300060272,0.020954132080078125,16382,0,0
literal,1234,16384,16384,0.9,915965,21,3,14699,14705,14688,14712,1,0.00018212199211120605,7.343292236328125e-05,87,0.016156241297721863,0.001775503158569336,0,0,0
literal,1234,16384,16384,0.9,915965,21,1,14699,14705,14688,14712,1,0.000522613525390625,0.0001735687255859375,88,0.0489044189453125,0.0013513565063476562,0,0,0
literal,1234,16384,16384,0.9,915965,21,4,14699,14705,14688,14712,1,0.0052509307861328125,0.00174713134765625,28,0.032378941774368286,0.00518798828125,16382,0,0
literal,1234,16384,16384,0.9,915965,21,5,14699,14705,14688,14712,1,0.00441741943359375,0.00091552734375,58,0.07821846008300781,0.0009288787841796875,0,0,0
literal,1234,16384,16384,0.9,915965,17,3,14699,14705,14688,14712,1,0.0008282661437988281,0.0003986358642578125,57,0.01778554916381836,0.008953094482421875,16383,0,0
literal,1234,16384,16384,0.9,915965,22,10,14699,14705,14688,14712,1,0.085845947265625,0.0294189453125,8,0.6925188302993774,0.003001689910888672,14706,0,1
literal,1234,16384,16384,0.9,915965,23,4,14699,14705,14688,14712,1,0.03478240966796875,0.0238037109375,9,0.31696605682373047,0.009727954864501953,0,0,0
literal,1234,16384,16384,0.9,915965,20,3,14699,14705,14688,14712,1,0.0007768869400024414,0.0003566741943359375,57,0.030314266681671143,0.0013959407806396484,16383,0,0
literal,1235,16384,16383,0.9,822782,20,7,14732,14738,14721,14745,1,0.0006284713745117188,0.000247955322265625,51,0.0074547529220581055,0.00859832763671875,16382,0,0
literal,1235,16384,16383,0.9,822782,21,11,14732,14738,14721,14745,1,0.700927734375,0.2333984375,1,0.7839961051940918,0.0363616943359375,14735,1,1
literal,1235,16384,16383,0.9,822782,22,7,14732,14738,14721,14745,1,0.32913827896118164,0.322265625,1,0.9325175285339355,0.004862964153289795,14732,1,1
literal,1235,16384,16383,0.9,822782,18,3,14732,14738,14721,14745,1,0.009745597839355469,0.0037384033203125,35,0.1586313247680664,0.014125823974609375,0,0,0
literal,1235,16384,16383,0.9,822782,17,10,14732,14738,14721,14745,1,0.0029773712158203125,0.000873565673828125,73,0.15216636657714844,0.0082244873046875,0,0,0
literal,1235,16384,16383,0.9,822782,20,8,14732,14738,14721,14745,1,0.001201033592224121,0.00083160400390625,25,0.004707557149231434,0.0022830963134765625,16381,0,0
literal,1235,16384,16383,0.9,822782,22,0,14732,14738,14721,14745,1,1.2093689292669296e-05,5.7220458984375e-06,572,0.00017097173258662224,7.77021050453186e-05,0,0,0
literal,1235,16384,16383,0.9,822782,22,4,14732,14738,14721,14745,1,0.0017108917236328125,0.000537872314453125,31,0.01847618818283081,0.003143310546875,16375,0,0
literal,1235,16384,16383,0.9,822782,21,0,14732,14738,14721,14745,1,0.01959228515625,0.005035400390625,9,0.044727623462677,0.004192352294921875,0,0,0
literal,1235,16384,16383,0.9,822782,20,6,14732,14738,14721,14745,1,0.0003708302974700928,0.0001316070556640625,71,0.03632083535194397,0.0005161762237548828,0,0,0
literal,1235,16384,16383,0.9,822782,20,9,14732,14738,14721,14745,1,0.009918212890625,0.0025482177734375,11,0.013438080437481403,0.01616668701171875,16381,0,0
literal,1235,16384,16383,0.9,822782,21,3,14732,14738,14721,14745,1,0.00014701485633850098,7.343292236328125e-05,97,0.031865984201431274,0.001975536346435547,0,0,0
literal,1235,16384,16383,0.9,822782,21,1,14732,14738,14721,14745,1,0.00048220157623291016,0.0002803802490234375,74,0.04212534427642822,0.0015206336975097656,0,0,0
literal,1235,16384,16383,0.9,822782,21,4,14732,14738,14721,14745,1,0.017303466796875,0.00823974609375,15,0.06154954433441162,0.00652313232421875,16381,0,0
literal,1235,16384,16383,0.9,822782,21,5,14732,14738,14721,14745,1,0.0045490264892578125,0.0014801025390625,47,0.0674142837524414,0.0009262561798095703,0,0,0
literal,1235,16384,16383,0.9,822782,17,3,14732,14738,14721,14745,1,0.0007574558258056641,0.0003376007080078125,60,0.015265703201293945,0.0087432861328125,16382,0,0
literal,1235,16384,16383,0.9,822782,22,10,14732,14738,14721,14745,1,0.095611572265625,0.036865234375,7,0.6499903202056885,0.0020742416381835938,14738,0,1
literal,1235,16384,16383,0.9,822782,23,4,14732,14738,14721,14745,1,0.023958206176757812,0.01544189453125,14,0.2580118179321289,0.012661933898925781,0,0,0
literal,1235,16384,16383,0.9,822782,20,3,14732,14738,14721,14745,1,0.0017940998077392578,0.000591278076171875,49,0.027305781841278076,0.0019409656524658203,16382,0,0
literal,1236,16384,16384,0.9,659279,20,7,14698,14704,14687,14711,1,0.002872943878173828,0.00104522705078125,31,0.0073223114013671875,0.008823394775390625,16383,0,0
literal,1236,16384,16384,0.9,659279,21,11,14698,14704,14687,14711,1,0.734130859375,0.177734375,1,0.8091306686401367,0.0275726318359375,14699,1,1
literal,1236,16384,16384,0.9,659279,22,7,14698,14704,14687,14711,1,0.6679563522338867,0.65234375,1,0.956760048866272,0.00573933869600296,14698,1,1
literal,1236,16384,16384,0.9,659279,18,3,14698,14704,14687,14711,1,0.009319305419921875,0.0023193359375,45,0.12404340505599976,0.016277313232421875,0,0,0
literal,1236,16384,16384,0.9,659279,17,10,14698,14704,14687,14711,1,0.0024671554565429688,0.00072479248046875,75,0.15067577362060547,0.007900238037109375,0,0,0
literal,1236,16384,16384,0.9,659279,20,8,14698,14704,14687,14711,1,0.0005328655242919922,0.000179290771484375,44,0.0032256850972771645,0.0015859603881835938,16382,0,0
literal,1236,16384,16384,0.9,659279,22,0,14698,14704,14687,14711,1,2.7259811758995056e-06,1.1026859283447266e-06,1950,0.00027033593505620956,8.927285671234131e-05,16383,0,0
literal,1236,16384,16384,0.9,659279,22,4,14698,14704,14687,14711,1,0.0010249614715576172,0.000598907470703125,26,0.006965130567550659,0.002808094024658203,16376,0,0
literal,1236,16384,16384,0.9,659279,21,0,14698,14704,14687,14711,1,0.02187347412109375,0.005828857421875,5,0.04650771617889404,0.0035991668701171875,0,0,0
literal,1236,16384,16384,0.9,659279,20,6,14698,14704,14687,14711,1,0.0003681182861328125,0.00012493133544921875,73,0.046540260314941406,0.0002789497375488281,0,0,0
literal,1236,16384,16384,0.9,659279,20,9,14698,14704,14687,14711,1,0.012981414794921875,0.0040283203125,8,0.01730974018573761,0.010372161865234375,16382,0,0
literal,1236,16384,16384,0.9,659279,21,3,14698,14704,14687,14711,1,0.00021150708198547363,7.534027099609375e-05,100,0.01569339632987976,0.0014262199401855469,0,0,0
literal,1236,16384,16384,0.9,659279,21,1,14698,14704,14687,14711,1,0.0005842447280883789,0.00020503997802734375,82,0.04028952121734619,0.0013437271118164062,0,0,0
literal,1236,16384,16384,0.9,659279,21,4,14698,14704,14687,14711,1,0.0057582855224609375,0.0018463134765625,29,0.031871527433395386,0.004059791564941406,16382,0,0
literal,1236,16384,16384,0.9,659279,21,5,14698,14704,14687,14711,1,0.0044460296630859375,0.0010528564453125,56,0.07543325424194336,0.0007978677749633789,0,0,0
literal,1236,16384,16384,0.9,659279,17,3,14698,14704,14687,14711,1,0.0010023117065429688,0.0003376007080078125,61,0.019640564918518066,0.007900238037109375,16383,0,0
literal,1236,16384,16384,0.9,659279,22,10,14698,14704,14687,14711,1,0.109039306640625,0.031494140625,9,0.6391066908836365,0.0018734931945800781,14704,0,1
literal,1236,16384,16384,0.9,659279,23,4,14698,14704,14687,14711,1,0.018863677978515625,0.01416015625,15,0.2681858539581299,0.009409904479980469,0,0,0
literal,1236,16384,16384,0.9,659279,20,3,14698,14704,14687,14711,1,0.001101374626159668,0.000614166259765625,47,0.029043734073638916,0.0006105899810791016,16371,0,0
literal,1237,16384,16384,0.9,255903,20,7,14711,14717,14700,14724,1,0.0012545585632324219,0.0003376007080078125,43,0.006796807050704956,0.00788116455078125,16383,0,0
literal,1237,16384,16384,0.9,255903,21,11,14711,14717,14700,14724,1,0.719482421875,0.271484375,1,0.7993130683898926,0.0355682373046875,14713,1,1
literal,1237,16384,16384,0.9,255903,22,7,14711,14717,14700,14724,1,0.5563879013061523,0.54296875,1,0.94066321849823,0.005625173449516296,14711,1,1
literal,1237,16384,16384,0.9,255903,18,3,14711,14717,14700,14724,1,0.01189422607421875,0.0034942626953125,33,0.1441354751586914,0.01761627197265625,0,0,0
literal,1237,16384,16384,0.9,255903,17,10,14711,14717,14700,14724,1,0.002262115478515625,0.00052642822265625,84,0.13797760009765625,0.007297515869140625,0,0,0
literal,1237,16384,16384,0.9,255903,20,8,14711,14717,14700,14724,1,0.0009601116180419922,0.0004062652587890625,31,0.003980823792517185,0.0015244483947753906,16382,0,0
literal,1237,16384,16384,0.9,255903,22,0,14711,14717,14700,14724,1,1.8363352864980698e-06,9.760260581970215e-07,1880,7.358170114457607e-05,5.8144330978393555e-05,16383,0,0
literal,1237,16384,16384,0.9,255903,22,4,14711,14717,14700,14724,1,0.0009894371032714844,0.000339508056640625,37,0.008787065744400024,0.0017709732055664062,16376,0,0
literal,1237,16384,16384,0.9,255903,21,0,14711,14717,14700,14724,1,0.02404022216796875,0.006988525390625,5,0.049172043800354004,0.00498199462890625,0,0,0
literal,1237,16384,16384,0.9,255903,20,6,14711,14717,14700,14724,1,0.0004832744598388672,0.00014972686767578125,70,0.037499427795410156,0.00036084651947021484,0,0,0
literal,1237,16384,16384,0.9,255903,20,9,14711,14717,14700,14724,1,0.0147552490234375,0.00384521484375,11,0.018676545470952988,0.01413726806640625,16382,0,0
literal,1237,16384,16384,0.9,255903,21,3,14711,14717,14700,14724,1,0.00022619962692260742,8.296966552734375e-05,88,0.011915843933820724,0.0018644332885742188,0,0,0
literal,1237,16384,16384,0.9,255903,21,1,14711,14717,14700,14724,1,0.0008410215377807617,0.000484466552734375,72,0.0458449125289917,0.0021905899047851562,0,0,0
literal,1237,16384,16384,0.9,255903,21,4,14711,14717,14700,14724,1,0.01224517822265625,0.00494384765625,15,0.04204706847667694,0.0054454803466796875,16382,0,0
literal,1237,16384,16384,0.9,255903,21,5,14711,14717,14700,14724,1,0.0072116851806640625,0.00286865234375,31,0.07098579406738281,0.0008218288421630859,0,0,0
literal,1237,16384,16384,0.9,255903,17,3,14711,14717,14700,14724,1,0.0011305809020996094,0.0004558563232421875,50,0.017298460006713867,0.00839996337890625,16383,0,0
literal,1237,16384,16384,0.9,255903,22,10,14711,14717,14700,14724,1,0.1568603515625,0.047607421875,5,0.6659843921661377,0.003631591796875,14718,0,1
literal,1237,16384,16384,0.9,255903,23,4,14711,14717,14700,14724,1,0.022449493408203125,0.01025390625,17,0.24904537200927734,0.014040470123291016,0,0,0
literal,1237,16384,16384,0.9,255903,20,3,14711,14717,14700,14724,1,0.002695798873901367,0.00128936767578125,33,0.033450424671173096,0.0016385316848754883,16383,0,0
literal,1238,16384,16384,0.9,127404,20,7,14698,14704,14687,14711,1,0.0023152828216552734,0.0008544921875,35,0.006854236125946045,0.009334564208984375,16383,0,0
literal,1238,16384,16384,0.9,127404,21,11,14698,14704,14687,14711,1,0.74072265625,0.359375,1,0.8122563362121582,0.035308837890625,14700,1,1
literal,1238,16384,16384,0.9,127404,22,7,14698,14704,14687,14711,1,0.32540035247802734,0.294921875,1,0.8641406297683716,0.0029257312417030334,14698,1,1
literal,1238,16384,16384,0.9,127404,18,3,14698,14704,14687,14711,1,0.006145477294921875,0.00183868408203125,48,0.1052505373954773,0.021631240844726562,0,0,0
literal,1238,16384,16384,0.9,127404,17,10,14698,14704,14687,14711,1,0.002742767333984375,0.000827789306640625,72,0.1561431884765625,0.006175994873046875,0,0,0
literal,1238,16384,16384,0.9,127404,20,8,14698,14704,14687,14711,1,0.0009170770645141602,0.0004558563232421875,30,0.003985785413533449,0.0021715164184570312,16382,0,0
literal,1238,16384,16384,0.9,127404,22,0,14698,14704,14687,14711,1,3.6994460970163345e-06,2.1904706954956055e-06,1268,0.0003943613264709711,7.604062557220459e-05,16383,0,0
literal,1238,16384,16384,0.9,127404,22,4,14698,14704,14687,14711,1,0.000881195068359375,0.0003204345703125,43,0.009459137916564941,0.0029425621032714844,16376,0,0
literal,1238,16384,16384,0.9,127404,21,0,14698,14704,14687,14711,1,0.03488922119140625,0.0218505859375,2,0.0719333291053772,0.005611419677734375,0,0,0
literal,1238,16384,16384,0.9,127404,20,6,14698,14704,14687,14711,1,0.0006504058837890625,0.0002880096435546875,64,0.040372371673583984,0.0005960464477539062,0,0,0
literal,1238,16384,16384,0.9,127404,20,9,14698,14704,14687,14711,1,0.00945281982421875,0.0024871826171875,13,0.014117471873760223,0.011676788330078125,16382,0,0
literal,1238,16384,16384,0.9,127404,21,3,14698,14704,14687,14711,1,0.00031572580337524414,0.00012969970703125,72,0.014654263854026794,0.0025587081909179688,0,0,0
literal,1238,16384,16384,0.9,127404,21,1,14698,14704,14687,14711,1,0.0004966259002685547,0.00020694732666015625,81,0.04102015495300293,0.0018887519836425781,0,0,0
literal,1238,16384,16384,0.9,127404,21,4,14698,14704,14687,14711,1,0.008129119873046875,0.0030975341796875,23,0.049954622983932495,0.00589752197265625,16382,0,0
literal,1238,16384,16384,0.9,127404,21,5,14698,14704,14687,14711,1,0.004574775695800781,0.001861572265625,41,0.08490943908691406,0.0010640621185302734,0,0,0
literal,1238,16384,16384,0.9,127404,17,3,14698,14704,14687,14711,1,0.0009202957153320312,0.000354766845703125,60,0.01783573627471924,0.0077724456787109375,16383,0,0
literal,1238,16384,16384,0.9,127404,22,10,14698,14704,14687,14711,1,0.11920166015625,0.031494140625,9,0.7031738758087158,0.0022745132446289062,14704,0,1
literal,1238,16384,16384,0.9,127404,23,4,14698,14704,14687,14711,1,0.040805816650390625,0.01422119140625,15,0.2930727005004883,0.022110462188720703,0,0,0
literal,1238,16384,16384,0.9,127404,20,3,14698,14704,14687,14711,1,0.0015494823455810547,0.0005340576171875,47,0.025514841079711914,0.0008578300476074219,16383,0,0
literal,1239,16384,16383,0.9,178315,20,7,14710,14716,14699,14723,1,0.0009212493896484375,0.00022792816162109375,48,0.006521493196487427,0.0077667236328125,16382,0,0
literal,1239,16384,16383,0.9,178315,21,11,14710,14716,14699,14723,1,0.699951171875,0.32421875,1,0.7809467315673828,0.0373687744140625,14713,1,1
literal,1239,16384,16383,0.9,178315,22,7,14710,14716,14699,14723,1,0.555790901184082,0.52734375,1,0.9583749771118164,0.004043981432914734,14710,1,1
literal,1239,16384,16383,0.9,178315,18,3,14710,14716,14699,14723,1,0.009604454040527344,0.00299072265625,38,0.145416259765625,0.0186767578125,0,0,0
literal,1239,16384,16383,0.9,178315,17,10,14710,14716,14699,14723,1,0.0018634796142578125,0.000392913818359375,84,0.13561058044433594,0.006908416748046875,0,0,0
literal,1239,16384,16383,0.9,178315,20,8,14710,14716,14699,14723,1,0.001040339469909668,0.000553131103515625,28,0.00463994313031435,0.0015826225280761719,16381,0,0
literal,1239,16384,16383,0.9,178315,22,0,14710,14716,14699,14723,1,1.6260892152786255e-06,5.066394805908203e-07,3029,8.137058466672897e-05,5.907565355300903e-05,16382,0,0
literal,1239,16384,16383,0.9,178315,22,4,14710,14716,14699,14723,1,0.001111745834350586,0.0003833770751953125,39,0.008651629090309143,0.0043735504150390625,16375,0,0
literal,1239,16384,16383,0.9,178315,21,0,14710,14716,14699,14723,1,0.02523040771484375,0.0101318359375,4,0.05314517021179199,0.00507354736328125,0,0,0
literal,1239,16384,16383,0.9,178315,20,6,14710,14716,14699,14723,1,0.00037789344787597656,0.00013065338134765625,76,0.039629340171813965,0.0004260540008544922,0,0,0
literal,1239,16384,16383,0.9,178315,20,9,14710,14716,14699,14723,1,0.013397216796875,0.00390625,10,0.01778610423207283,0.010583877563476562,16381,0,0
literal,1239,16384,16383,0.9,178315,21,3,14710,14716,14699,14723,1,0.00022670626640319824,7.343292236328125e-05,108,0.01619327813386917,0.0019016265869140625,0,0,0
literal,1239,16384,16383,0.9,178315,21,1,14710,14716,14699,14723,1,0.00041472911834716797,0.00020885467529296875,82,0.052379488945007324,0.0015444755554199219,0,0,0
literal,1239,16384,16383,0.9,178315,21,4,14710,14716,14699,14723,1,0.009334564208984375,0.00439453125,16,0.03835539519786835,0.0049648284912109375,16381,0,0
literal,1239,16384,16383,0.9,178315,21,5,14710,14716,14699,14723,1,0.0053997039794921875,0.0019073486328125,38,0.06593608856201172,0.0008263587951660156,0,0,0
literal,1239,16384,16383,0.9,178315,17,3,14710,14716,14699,14723,1,0.000965118408203125,0.0003032684326171875,60,0.01779913902282715,0.00867462158203125,16382,0,0
literal,1239,16384,16383,0.9,178315,22,10,14710,14716,14699,14723,1,0.135986328125,0.032470703125,7,0.6849985122680664,0.0030264854431152344,14716,0,1
literal,1239,16384,16383,0.9,178315,23,4,14710,14716,14699,14723,1,0.0156402587890625,0.00555419921875,20,0.23265504837036133,0.01621723175048828,0,0,0
literal,1239,16384,16383,0.9,178315,20,3,14710,14716,14699,14723,1,0.0024298429489135742,0.00128173828125,34,0.04112720489501953,0.0018124580383300781,16382,0,0
literal,1240,16384,16384,0.9,779361,20,7,14683,14689,14672,14696,1,0.0020427703857421875,0.000701904296875,37,0.007384896278381348,0.00966644287109375,16383,0,0
literal,1240,16384,16384,0.9,779361,21,11,14683,14689,14672,14696,1,0.74462890625,0.27734375,1,0.8210482597351074,0.03020477294921875,14684,1,1
literal,1240,16384,16384,0.9,779361,22,7,14683,14689,14672,14696,1,0.5495939254760742,0.54296875,1,0.927645742893219,0.010710500180721283,14683,1,1
literal,1240,16384,16384,0.9,779361,18,3,14683,14689,14672,14696,1,0.0063762664794921875,0.00179290771484375,48,0.10001015663146973,0.017547607421875,0,0,0
literal,1240,16384,16384,0.9,779361,17,10,14683,14689,14672,14696,1,0.00347137451171875,0.0009765625,72,0.1909332275390625,0.00736236572265625,0,0,0
literal,1240,16384,16384,0.9,779361,20,8,14683,14689,14672,14696,1,0.00033855438232421875,0.00011587142944335938,48,0.0020295779686421156,0.0020227432250976562,16383,0,0
literal,1240,16384,16384,0.9,779361,22,0,14683,14689,14672,14696,1,1.860782504081726e-06,9.5367431640625e-07,2021,5.5165786761790514e-05,6.48200511932373e-05,16383,0,0
literal,1240,16384,16384,0.9,779361,22,4,14683,14689,14672,14696,1,0.0004824399948120117,0.0002422332763671875,41,0.010561466217041016,0.0025196075439453125,16376,0,0
literal,1240,16384,16384,0.9,779361,21,0,14683,14689,14672,14696,1,0.028076171875,0.0101318359375,5,0.05931544303894043,0.0038661956787109375,0,0,0
literal,1240,16384,16384,0.9,779361,20,6,14683,14689,14672,14696,1,0.0005424022674560547,0.0001392364501953125,74,0.038419485092163086,0.0005803108215332031,0,0,0
literal,1240,16384,16384,0.9,779361,20,9,14683,14689,14672,14696,1,0.02529144287109375,0.01263427734375,4,0.03339478373527527,0.0178375244140625,16382,0,0
literal,1240,16384,16384,0.9,779361,21,3,14683,14689,14672,14696,1,0.0002576112747192383,7.295608520507812e-05,97,0.01855337619781494,0.0018534660339355469,0,0,0
