variant,seed,target_tokens,actual_tokens,needle_frac,gold,layer,head,gold_span_start,gold_span_end,needle_span_start,needle_span_end,n_distractor_spans,gold_mass,gold_max,gold_rank,needle_mass,distractor_mass,argmax_token_index,argmax_in_gold,argmax_in_needle
literal,1234,8192,8191,0.1,915965,20,7,864,870,853,877,1,0.0007410049438476562,0.0003757476806640625,39,0.006024837493896484,0.008884429931640625,8190,0,0
literal,1234,8192,8191,0.1,915965,21,11,864,870,853,877,1,0.481201171875,0.15625,1,0.6573381423950195,0.095245361328125,867,1,1
literal,1234,8192,8191,0.1,915965,22,7,864,870,853,877,1,0.3677346706390381,0.365234375,1,0.6047723293304443,0.02689528465270996,864,1,1
literal,1234,8192,8191,0.1,915965,18,3,864,870,853,877,1,0.003040313720703125,0.000827789306640625,63,0.05986142158508301,0.02901458740234375,8182,0,0
literal,1234,8192,8191,0.1,915965,17,10,864,870,853,877,1,0.0004913806915283203,0.0001659393310546875,92,0.07205796241760254,0.00919342041015625,0,0,0
literal,1234,8192,8191,0.1,915965,20,8,864,870,853,877,1,4.811584949493408e-05,1.7881393432617188e-05,53,0.0003079022280871868,0.00173187255859375,8189,0,0
literal,1234,8192,8191,0.1,915965,22,0,864,870,853,877,1,1.611188054084778e-05,1.0073184967041016e-05,288,6.930902600288391e-05,3.906339406967163e-05,8190,0,0
literal,1234,8192,8191,0.1,915965,22,4,864,870,853,877,1,0.0016307830810546875,0.0008087158203125,26,0.012852385640144348,0.0033521652221679688,8183,0,0
literal,1234,8192,8191,0.1,915965,21,0,864,870,853,877,1,0.006206512451171875,0.00151824951171875,18,0.015507340431213379,0.0044193267822265625,0,0,0
literal,1234,8192,8191,0.1,915965,20,6,864,870,853,877,1,0.0002480745315551758,7.390975952148438e-05,72,0.05966252088546753,0.00046455860137939453,8190,0,0
literal,1234,8192,8191,0.1,915965,20,9,864,870,853,877,1,0.0019183158874511719,0.00060272216796875,17,0.004045054782181978,0.007129669189453125,8189,0,0
literal,1234,8192,8191,0.1,915965,21,3,864,870,853,877,1,0.00022339820861816406,5.340576171875e-05,85,0.017286688089370728,0.0015268325805664062,0,0,0
literal,1234,8192,8191,0.1,915965,21,1,864,870,853,877,1,0.00016427040100097656,4.887580871582031e-05,116,0.05500340461730957,0.0020780563354492188,0,0,0
literal,1234,8192,8191,0.1,915965,21,4,864,870,853,877,1,0.0045337677001953125,0.00146484375,37,0.03742453455924988,0.005756378173828125,8189,0,0
literal,1234,8192,8191,0.1,915965,21,5,864,870,853,877,1,0.004913330078125,0.00136566162109375,47,0.09859848022460938,0.0013799667358398438,0,0,0
literal,1234,8192,8191,0.1,915965,17,3,864,870,853,877,1,0.0001285076141357422,4.673004150390625e-05,88,0.0039743781089782715,0.0085296630859375,8190,0,0
literal,1234,8192,8191,0.1,915965,22,10,864,870,853,877,1,0.09930419921875,0.037109375,8,0.5892972946166992,0.0035457611083984375,871,0,1
literal,1234,8192,8191,0.1,915965,23,4,864,870,853,877,1,0.046295166015625,0.041259765625,8,0.32324016094207764,0.013051986694335938,0,0,0
literal,1234,8192,8191,0.1,915965,20,3,864,870,853,877,1,0.001024007797241211,0.000705718994140625,28,0.029037892818450928,0.0009176731109619141,8178,0,0
literal,1235,8192,8193,0.1,822782,20,7,840,846,829,853,1,0.0007402896881103516,0.00024127960205078125,41,0.007347583770751953,0.008968353271484375,8192,0,0
literal,1235,8192,8193,0.1,822782,21,11,840,846,829,853,1,0.481689453125,0.1455078125,1,0.6767082214355469,0.09130859375,843,1,1
literal,1235,8192,8193,0.1,822782,22,7,840,846,829,853,1,0.4358675479888916,0.43359375,1,0.7214334011077881,0.023710131645202637,840,1,1
literal,1235,8192,8193,0.1,822782,18,3,840,846,829,853,1,0.0034699440002441406,0.00109100341796875,58,0.07099604606628418,0.02365875244140625,8184,0,0
literal,1235,8192,8193,0.1,822782,17,10,840,846,829,853,1,0.0008187294006347656,0.0001621246337890625,89,0.08054971694946289,0.01294708251953125,0,0,0
literal,1235,8192,8193,0.1,822782,20,8,840,846,829,853,1,0.00012153387069702148,4.6253204345703125e-05,45,0.000507305609062314,0.0015456676483154297,8184,0,0
literal,1235,8192,8193,0.1,822782,22,0,840,846,829,853,1,2.3499131202697754e-05,1.2576580047607422e-05,271,0.0006892606616020203,4.332885146141052e-05,0,0,0
literal,1235,8192,8193,0.1,822782,22,4,840,846,829,853,1,0.0046062469482421875,0.00147247314453125,22,0.024556756019592285,0.0046596527099609375,8185,0,0
literal,1235,8192,8193,0.1,822782,21,0,840,846,829,853,1,0.007038116455078125,0.00201416015625,10,0.015604555606842041,0.0040645599365234375,0,0,0
literal,1235,8192,8193,0.1,822782,20,6,840,846,829,853,1,0.0003796219825744629,0.00012493133544921875,71,0.056051671504974365,0.0008852481842041016,8192,0,0
literal,1235,8192,8193,0.1,822782,20,9,840,846,829,853,1,0.0015716552734375,0.0003948211669921875,19,0.002947924891486764,0.00565338134765625,8191,0,0
literal,1235,8192,8193,0.1,822782,21,3,840,846,829,853,1,0.00023382902145385742,9.72747802734375e-05,78,0.008936047554016113,0.001445770263671875,0,0,0
literal,1235,8192,8193,0.1,822782,21,1,840,846,829,853,1,0.00031125545501708984,0.00010061264038085938,96,0.04564988613128662,0.0025205612182617188,0,0,0
literal,1235,8192,8193,0.1,822782,21,4,840,846,829,853,1,0.01108551025390625,0.006805419921875,16,0.03945912420749664,0.006076812744140625,8191,0,0
literal,1235,8192,8193,0.1,822782,21,5,840,846,829,853,1,0.006832122802734375,0.003173828125,34,0.0870809555053711,0.0016613006591796875,0,0,0
literal,1235,8192,8193,0.1,822782,17,3,840,846,829,853,1,0.00014954805374145508,7.867813110351562e-05,80,0.004904210567474365,0.00836181640625,8192,0,0
literal,1235,8192,8193,0.1,822782,22,10,840,846,829,853,1,0.086181640625,0.031982421875,11,0.5122144222259521,0.0027260780334472656,0,0,0
literal,1235,8192,8193,0.1,822782,23,4,840,846,829,853,1,0.031154632568359375,0.0234375,11,0.2994261384010315,0.01667499542236328,0,0,0
literal,1235,8192,8193,0.1,822782,20,3,840,846,829,853,1,0.0022922754287719727,0.00138092041015625,26,0.038877665996551514,0.0016179084777832031,8180,0,0
literal,1236,8192,8192,0.1,659279,20,7,839,845,828,852,1,0.0009902715682983398,0.0002841949462890625,40,0.007277488708496094,0.00925445556640625,8191,0,0
literal,1236,8192,8192,0.1,659279,21,11,839,845,828,852,1,0.54833984375,0.150390625,1,0.7208738327026367,0.0814056396484375,841,1,1
literal,1236,8192,8192,0.1,659279,22,7,839,845,828,852,1,0.6724104881286621,0.6640625,1,0.8400226831436157,0.030198127031326294,839,1,1
literal,1236,8192,8192,0.1,659279,18,3,839,845,828,852,1,0.004150390625,0.001220703125,55,0.06612420082092285,0.0327911376953125,8179,0,0
literal,1236,8192,8192,0.1,659279,17,10,839,845,828,852,1,0.0006947517395019531,0.0001468658447265625,92,0.07120180130004883,0.01071929931640625,0,0,0
